Conc,WB,C6NR,C60.5,C6aI
1e-20,100,100,100,100
1,75.12768158406405,88.23692350307003,85.29207940972647,102.28659562878319
2,78.78276971612439,78.35182471565139,87.71621656701308,99.53515561722178
5,81.39973373591444,36.83561784544448,82.84123539597992,92.29729657544857
10,33.38075349419711,28.658269854438494,97.072907658977,68.60952195667637
20,17.303563168396124,17.664004190127013,72.9881958176044,58.399333615471946
50,2.566674756627026,0.6385995586306891,39.10648144224168,17.900905366318867
