Conc,WB,C6NR,C60.5,C6aI
1e-20,100,100,100,100
1,75.27876279975183,55.065954174933765,62.53205109048419,62.225650646964425
2,65.2868969454753,65.22726696580222,82.37088047220857,81.746177337031
5,34.70691299430016,36.60520094562648,96.34529792441491,82.09747771666983
10,12.850373820974866,17.227206046389,90.70933818696597,46.01060280719632
20,2.7302883388619548,4.836060867068619,55.16902840163686,24.637311969023447
50,0.045426388602106134,0.15993300261126975,22.447580308912507,7.480672778070756
