Conc,WB,C6NR,C60.5,C6aI
1e-20,100,100,100,100
1,92.82189807311363,135.87411315262872,94.77273834461928,82.95462441803905
2,87.01548239293501,84.82902552576658,104.4888721237269,87.8088803088803
5,60.27051539887219,60.87173515222093,97.0828471411902,96.13809245172615
10,38.202205472840014,22.31652521218173,98.39174632074041,89.31023840753028
20,10.959044718924282,10.696456338489238,81.3077713111948,55.111607947784066
50,5.201148353901793,0.7742751046851545,26.766104626026806,14.57140955676827
